id,customfields_candidateexp,applications_jobdetails_customfields_joblevel,applications_jobs_name,customfields_gender,customfields_candidateage,customfields_dateofbirth,customfields_language,applications_location_address,applications_jobdetails_hiringteam_hiringmanagers_name,applications_jobdetails_departments_name,customfields_hiredate,customfields_startdate,applications_offerdetails_resolvedat,applications_offerdetails_createdat,applications_appliedat,applications_jobdetails_openings_openedat,applications_jobdetails_openings_closedat,customfields_degree,customfields_discipline,applications_source_publicname,applications_rejectedat,applications_status,applications_jobdetails_status,applications_offerdetails_status,recruiter_name,applications_rejectionreason_name,applications_currentstage_name,applications_prospect,company,applications_jobdetails_customfields_salaryrange_maxvalue,applications_jobdetails_customfields_salaryrange_minvalue
3481504394917184027,5,L4,Tax Consultant,Male,25,1996-10-18,USA,USA,,Finance & Admin,,,,2024-09-28,2024-09-29,2024-03-30,2024-04-23,Btech,CS,HRMarket,2024-10-01,rejected,Closed,rejected,Rajini,Lack of Experience,rejected,False,Small Group,130000,100000
3481504394917184028,4,L3,Management Trainee,Female,25,1997-03-09,Canada,Canada,,Management,,,,2024-03-21,2024-03-22,2023-12-29,,BE,EC,HRMarket,2024-03-27,rejected,Open,rejected,Naveen Yarra,Lack of Experience,rejected,False,Guzman Inc,200000,110000
3481504394917184029,3,L2,Marketing Associate,Male,33,1991-08-26,India,India,,Marketing,,,,,2024-10-15,2023-12-27,,Btech,AI,LinkedIn,,active,Open,Pending,Deepan,Lack of Experience,Manager,True,"Pierce, Wagner and Page",180000,130000
3481504394917184030,10,L6,Marketing Associate,Male,23,1995-08-12,Canada,Canada,,Marketing,,,,2024-03-14,2024-03-15,2023-12-27,,PhD,CS,HRMarket,2024-03-15,rejected,Open,rejected,John,Failed Interview ,rejected,False,Cameron PLC,170000,170000
3481504394917184031,15,L6,Customer Service Associate,Male,29,2000-03-12,USA,USA,,Customer Service,,,,2024-08-28,2024-08-29,2023-12-14,2024-01-04,BE,CS,Monster,2024-09-01,rejected,Closed,rejected,Deepan,Lack of Experience,rejected,False,Huerta Group,180000,110000
3481504394917184032,2,L2,HR Assistant,Female,23,1995-03-28,Mexico,Mexico,,Human Resources,,,,2024-08-01,2024-08-02,2024-03-10,,HighSchool,IS,Referral,2024-08-04,rejected,Open,rejected,Deepan,Failed Interview ,rejected,False,Hall Inc,130000,130000
3481504394917184033,15,L6,Marketing Associate,Male,21,2002-04-24,USA,USA,,Marketing,,,,2024-06-08,2024-06-09,2023-12-27,,PhD,EC,LinkedIn,2024-06-09,rejected,Open,rejected,Rajini,Lack of Experience,rejected,False,Miller-Hill,170000,160000
3481504394917184034,2,L2,Technical Consultant,Female,29,1991-10-17,Mexico,Mexico,,Customer Service,,,,,2024-10-22,2023-12-09,2023-12-24,BE,EC,HRMarket,,active,Closed,Negotiation,Rajini,Not Qualified,Review,True,Carney-Newman,160000,140000
3481504394917184035,3,L2,Senior Engagement Manager,Female,26,1997-03-11,USA,USA,,Customer Service,,,,,2024-10-30,2024-06-12,,Mtech,EC,HRMarket,,active,Closed,Pending,Naveen Yarra,Not Qualified,Screening,True,Key-Huffman,190000,190000
3481504394917184036,5,L4,Customer Service Associate,Male,30,1996-02-11,USA,USA,,Customer Service,,,,2024-01-06,2024-01-07,2023-12-14,2024-01-04,Btech,CS,Monster,2024-01-09,rejected,Closed,rejected,Rajini,Lack of Experience,rejected,False,Huerta-Sullivan,140000,180000
3481504394917184037,3,L2,Assistant Manager,Male,27,1992-09-14,Canada,Canada,,Management,,,,2024-05-02,2024-05-03,2024-01-10,,HighSchool,EC,LinkedIn,2024-05-06,rejected,Closed,rejected,Rajini,Location/Relocation,rejected,False,Payne PLC,120000,160000
3481504394917184038,3,L2,Engagement Manager,Female,34,1992-03-07,Canada,Canada,,Customer Service,,,,,2024-10-23,2024-04-15,,HighSchool,CS,HRMarket,,active,Closed,Pending,John,Failed Interview ,Manager,True,Miller-Bennett,160000,120000
3481504394917184039,1,L1,Tax Consultant,Female,28,2001-08-22,Canada,Canada,,Finance & Admin,,,,,2024-10-07,2024-03-30,2024-04-23,BE,AI,HRMarket,,active,Closed,Pending,Rajini,Lack of Experience,Manager,True,"Orozco, Anderson and Lewis",140000,170000
3481504394917184040,12,L6,Support Specialist,Male,34,1998-03-26,India,India,,Customer Service,,,,2024-04-11,2024-04-12,2023-12-21,2024-01-15,PhD,IS,HRMarket,2024-04-16,rejected,Closed,rejected,Subhajit,Location/Relocation,rejected,False,"Wilson, Mahoney and Peck",150000,140000
3481504394917184041,0,L1,System Architect,Male,33,1998-10-27,USA,USA,,Platform,,,,,2024-10-20,2024-02-02,,PhD,IS,HRMarket,,active,Open,Negotiation,Rajini,Lack of Experience,Review,True,Bender-Thomas,190000,120000
3481504394917184042,5,L4,Network Engineer,Male,22,1998-12-28,Mexico,Mexico,,IT,,,,2024-01-09,2024-01-10,2023-12-30,2024-01-14,BE,CS,LinkedIn,2024-01-10,rejected,Closed,rejected,Rajini,Location/Relocation,rejected,False,Davis-Dunn,170000,120000
3481504394917184043,12,L6,Platform Engineer,Non-Binary,25,2001-03-20,China,China,,Platform,,,,2024-05-16,2024-05-17,2023-12-20,2024-01-10,HighSchool,EC,HRMarket,2024-05-18,rejected,Closed,rejected,Deepan,Not Qualified,rejected,False,Jones PLC,170000,120000
3481504394917184044,1,L1,Senior Backend Developer,Male,25,1995-08-26,Canada,Canada,,Platform,,,,,2024-10-18,2024-01-05,,Mtech,CS,Monster,,active,Open,Pending,Naveen Yarra,Not Qualified,Review,True,Jones Group,110000,150000
3481504394917184045,2,L2,Account Manager,Male,32,1992-11-13,China,China,,Finance & Admin,,,,,2024-10-17,2024-06-25,,BE,CS,HRMarket,,active,Closed,Pending,Deepan,Failed Interview ,HR,True,"Rogers, Harrison and Norris",160000,120000
3481504394917184046,7,L6,Senior Engagement Manager,Male,22,1992-05-04,USA,USA,,Customer Service,,,,,2024-10-24,2024-06-12,,HighSchool,CS,Monster,,active,Closed,Pending,Deepan,Location/Relocation,Review,True,"Moore, Harris and Garner",160000,160000
3481504394917184047,15,L6,Management Trainee,Female,28,1995-10-27,USA,USA,,Management,,,,2024-03-13,2024-03-14,2023-12-29,,HighSchool,AI,Referral,2024-03-16,rejected,Open,rejected,Naveen Yarra,Not Qualified,rejected,False,"Scott, Smith and Dunn",120000,110000
3481504394917184048,10,L6,Assistant Manager,Female,32,1998-09-28,USA,USA,,Management,,,,,2024-10-03,2024-01-10,,PhD,EE,Referral,,active,Closed,Pending,Deepan,Lack of Experience,Technical,True,Peters-Rodriguez,180000,160000
3481504394917184049,3,L2,IT Support,Female,28,2003-07-13,USA,USA,,IT,,,,,2024-10-23,2023-12-20,2024-01-10,HighSchool,EE,HRMarket,,active,Closed,Pending,Deepan,Not Qualified,Screening,True,Guzman Inc,120000,170000
3481504394917184050,7,L6,Marketing Manager,Male,25,1999-01-11,USA,USA,,Marketing,,,,,2024-10-15,2024-08-21,,Mtech,CS,Monster,,active,Closed,Pending,Subhajit,Lack of Experience,Review,True,Watson LLC,170000,120000
3481504394917184051,15,L6,Senior Sales Manager,Female,26,1992-04-04,USA,USA,,Sales,,,,2024-02-23,2024-02-24,2024-02-23,,HighSchool,IS,HRMarket,2024-02-26,rejected,Closed,rejected,Subhajit,Not Qualified,rejected,False,Reese Ltd,110000,110000
3481504394917184052,10,L6,Assistant Manager,Male,33,1996-07-26,USA,USA,,Management,,,,2024-01-10,2024-01-11,2024-01-10,,Mtech,AI,Others,2024-01-12,rejected,Closed,rejected,Deepan,Failed Interview ,rejected,False,"Orozco, Anderson and Lewis",160000,170000
3481504394917184053,7,L6,Sales Representative,Female,23,2003-01-11,USA,USA,,Sales,,,,2024-06-21,2024-06-22,2023-12-20,2024-01-03,BE,IS,HRMarket,2024-06-25,rejected,Closed,rejected,Naveen Yarra,Failed Interview ,rejected,False,"Sanchez, Roach and Brooks",180000,190000
3481504394917184054,7,L6,Accounts Associate,Female,26,2001-03-14,USA,USA,,Finance & Admin,,,,2024-10-28,2024-10-29,2023-12-12,2024-01-06,Btech,IS,HRMarket,2024-10-31,rejected,Closed,rejected,Naveen Yarra,Not Qualified,rejected,False,Ingram-Horn,130000,130000
3481504394917184055,4,L3,MLOps Engineer,Female,22,1992-06-05,India,India,,Machine Learning,,,,2024-10-15,2024-10-16,2023-12-05,2023-12-30,Btech,CS,LinkedIn,2024-10-21,rejected,Closed,rejected,John,Location/Relocation,rejected,False,"Zuniga, Trujillo and Johnson",160000,130000
3481504394917184056,5,L4,Chief Financial Officer,Male,30,2002-05-29,USA,USA,,Finance & Admin,,,,2024-03-26,2024-03-27,2024-02-16,,Mtech,IS,HRMarket,2024-03-31,rejected,Closed,rejected,Deepan,Failed Interview ,rejected,False,Reese Ltd,160000,170000
3481504394917184057,0,L1,Senior IT Manager,Male,23,2002-01-19,China,China,,IT,,,,2024-06-18,2024-06-19,2024-03-20,,Btech,EC,HRMarket,2024-06-20,rejected,Closed,rejected,Subhajit,Failed Interview ,rejected,False,Alvarez Ltd,190000,120000
3481504394917184058,1,L1,Financial Analyst,Male,29,1993-11-09,India,India,,Finance & Admin,,,,2024-04-16,2024-04-17,2023-12-12,2024-01-03,PhD,EC,Referral,2024-04-20,rejected,Closed,rejected,Rajini,Not Qualified,rejected,False,"Rogers, Harrison and Norris",200000,170000
3481504394917184059,5,L4,Customer Service Associate,Female,30,1999-11-07,Canada,Canada,,Customer Service,,,,2024-09-25,2024-09-26,2023-12-14,2024-01-04,Mtech,EC,LinkedIn,2024-09-27,rejected,Closed,rejected,Deepan,Lack of Experience,rejected,False,"Wilson, Mahoney and Peck",170000,130000
3481504394917184060,5,L4,Senior Finance Manager,Male,26,1996-04-01,Canada,Canada,,Finance & Admin,,,,2024-05-14,2024-05-15,2024-05-14,,Btech,IS,Monster,2024-05-17,rejected,Open,rejected,Subhajit,Location/Relocation,rejected,False,Benitez PLC,210000,190000
3481504394917184061,10,L6,Backend Developer,Non-Binary,25,1999-10-27,India,India,,Platform,,,,,2024-10-29,2023-12-12,2024-01-06,Mtech,CS,Others,,active,Closed,Pending,Subhajit,Location/Relocation,Review,True,"Ware, Davis and Fernandez",170000,150000
3481504394917184062,2,L2,Engagement Manager,Female,28,2000-07-27,USA,USA,,Customer Service,,,,,2024-10-27,2024-04-15,,PhD,CS,LinkedIn,,active,Closed,Pending,Subhajit,Lack of Experience,Review,True,Hill-Whitney,190000,110000
3481504394917184063,2,L2,HR Manager,Female,23,1993-06-17,USA,USA,,Human Resources,,,,,2024-10-19,2024-03-24,,Mtech,IS,HRMarket,,active,Closed,Negotiation,Subhajit,Location/Relocation,Review,True,Key-Huffman,120000,130000
3481504394917184064,15,L6,HR Generalist,Male,28,1996-11-30,USA,USA,,Human Resources,,,,,2024-10-12,2024-02-13,,Btech,CS,LinkedIn,,active,Open,Negotiation,Deepan,Not Qualified,Review,True,Fox-Jefferson,150000,190000
3481504394917184065,0,L1,Customer Service Associate,Male,21,1998-09-18,China,China,,Customer Service,,,,,2024-10-27,2023-12-14,2024-01-04,HighSchool,EE,HRMarket,,active,Closed,Pending,Subhajit,Failed Interview ,Review,True,Cameron PLC,180000,140000
3481504394917184066,0,L1,Team Lead,Male,28,1999-05-30,India,India,,Customer Service,,,,2024-06-25,2024-06-26,2024-02-12,,Btech,AI,Others,2024-07-01,rejected,Open,rejected,Rajini,Location/Relocation,rejected,False,Guzman Inc,200000,150000
3481504394917184067,3,L2,Head of Design,Female,34,2002-05-23,India,India,,UI/UX,,,,2024-09-13,2024-09-14,2024-06-25,,BE,IS,HRMarket,2024-09-15,rejected,Open,rejected,Rajini,Not Qualified,rejected,False,Morris-Williams,190000,110000
3481504394917184068,10,L6,Assistant Manager,Male,30,1998-10-01,USA,USA,,Management,,,,,2024-10-03,2024-01-10,,BE,EE,LinkedIn,,active,Closed,Pending,Mak,Location/Relocation,Review,True,Bender-Thomas,140000,150000
3481504394917184069,1,L1,Account Manager,Male,31,1997-08-28,USA,USA,,Finance & Admin,,,,,2024-10-30,2024-06-25,,Btech,IS,LinkedIn,,active,Closed,Pending,Rajini,Location/Relocation,Screening,True,Morris-Williams,180000,150000
3481504394917184070,3,L2,Finance Manager,Female,22,2003-03-05,Canada,Canada,,Finance & Admin,,,,2024-02-15,2024-02-16,2024-01-30,,BE,IS,Referral,2024-02-21,rejected,Open,rejected,Mak,Location/Relocation,rejected,False,"Santos, Charles and Blair",160000,170000
3481504394917184071,0,L1,System Administrator,Male,25,1999-12-30,Canada,Canada,,IT,,,,2024-02-06,2024-02-07,2023-12-04,2023-12-27,BE,CS,HRMarket,2024-02-10,rejected,Closed,rejected,Subhajit,Not Qualified,rejected,False,Mcintosh Group,200000,110000
3481504394917184072,10,L6,Junior Backend Developer,Female,26,2001-12-14,USA,USA,,Platform,,,,2024-06-18,2024-06-19,2023-12-07,,BE,CS,HRMarket,2024-06-20,rejected,Open,rejected,Naveen Yarra,Location/Relocation,rejected,False,"Mcfarland, Valdez and Nelson",120000,130000
3481504394917184073,12,L6,Data Scientist,Female,30,1999-11-21,India,India,,Machine Learning,,,,,2024-10-26,2023-12-07,2024-01-05,Mtech,AI,HRMarket,,active,Closed,Negotiation,Rajini,Failed Interview ,Review,True,Vincent-Manning,110000,110000
3481504394917184074,2,L2,UI/UX Manager,Female,26,1992-09-03,Canada,Canada,,UI/UX,,,,2024-09-29,2024-09-30,2024-03-03,,Btech,CS,HRMarket,2024-10-05,rejected,Open,rejected,Rajini,Failed Interview ,rejected,False,Small Group,140000,100000
3481504394917184075,15,L6,Senior Engagement Manager,Female,29,1993-04-10,Mexico,Mexico,,Customer Service,,,,,2024-10-30,2024-06-12,,Mtech,AI,LinkedIn,,active,Closed,Pending,Mak,Location/Relocation,Screening,True,"Vasquez, Stein and Wheeler",120000,160000
3481504394917184076,4,L3,Operations Manager,Male,32,1992-08-22,USA,USA,,Management,,,,,2024-10-26,2024-03-10,,PhD,AI,Referral,,active,Closed,Pending,John,Not Qualified,HR,True,"Ware, Davis and Fernandez",140000,110000
3481504394917184077,4,L3,Site Reliability Engineer,Male,24,1996-01-12,USA,USA,,IT,,,,2024-05-03,2024-05-04,2024-01-31,,BE,CS,HRMarket,2024-05-05,rejected,Closed,rejected,Rajini,Location/Relocation,rejected,False,Terrell Inc,120000,130000
3481504394917184078,4,L3,Customer Success Manager,Male,22,1997-07-25,USA,USA,,Customer Service,,,,2024-03-03,2024-03-04,2024-03-03,,BE,EC,HRMarket,2024-03-05,rejected,Open,rejected,Deepan,Not Qualified,rejected,False,"Wood, Scott and Thomas",190000,150000
3481504394917184079,2,L2,Regional Sales Manager,Female,33,2003-11-27,Canada,Canada,,Sales,,,,,2024-10-17,2023-12-17,2024-01-11,Btech,EC,HRMarket,,active,Closed,Negotiation,Subhajit,Not Qualified,Review,True,Cameron PLC,210000,110000
3481504394917184080,7,L6,Sales Executive,Male,24,2000-07-04,Canada,Canada,,Sales,,,,2024-03-18,2024-03-19,2023-12-02,2023-12-29,BE,EC,LinkedIn,2024-03-23,rejected,Closed,rejected,Naveen Yarra,Lack of Experience,rejected,False,Velez-Hays,170000,120000
3481504394917184081,1,L1,IT Support,Male,29,1993-01-01,India,India,,IT,,,,,2024-10-29,2023-12-20,2024-01-10,BE,IS,LinkedIn,,active,Closed,Negotiation,Rajini,Lack of Experience,Review,True,Alvarez Ltd,190000,100000
3481504394917184082,3,L2,Sales Executive,Female,25,1993-05-19,USA,USA,,Sales,,,,2024-03-20,2024-03-21,2023-12-02,2023-12-29,HighSchool,CS,Others,2024-03-23,rejected,Closed,rejected,John,Location/Relocation,rejected,False,Elliott Ltd,210000,140000
3481504394917184083,7,L6,Financial Analyst,Female,22,1998-07-20,Canada,Canada,,Finance & Admin,,,,,2024-10-09,2023-12-12,2024-01-03,PhD,CS,HRMarket,,active,Closed,Pending,John,Failed Interview ,Screening,True,Berg PLC,160000,110000
3481504394917184084,4,L3,IT Support,Female,29,2003-11-25,USA,USA,,IT,,,,,2024-10-20,2023-12-20,2024-01-10,Mtech,CS,LinkedIn,,active,Closed,Pending,Subhajit,Location/Relocation,Technical,True,Huerta-Sullivan,140000,120000
3481504394917184085,10,L6,HR Generalist,Male,32,2000-07-25,India,India,,Human Resources,,,,,2024-10-21,2024-02-13,,HighSchool,CS,HRMarket,,active,Open,Pending,Rajini,Lack of Experience,Review,True,"Greene, Drake and Cobb",200000,190000
3481504394917184086,4,L3,Chief Marketing Officer,Male,30,1992-12-19,USA,USA,,Marketing,,,,,2024-10-26,2023-12-15,2024-01-11,HighSchool,AI,HRMarket,,active,Closed,Pending,Rajini,Location/Relocation,Review,True,Smith and Sons,130000,110000
3481504394917184087,10,L6,HR Generalist,Non-Binary,34,1994-06-01,Canada,Canada,,Human Resources,,,,,2024-10-22,2024-02-13,,Mtech,AI,HRMarket,,active,Open,Negotiation,Deepan,Location/Relocation,Review,True,Reyes Ltd,190000,100000
3481504394917184088,10,L6,System Architect,Female,24,1995-10-24,UK,UK,,Platform,,,,2024-09-03,2024-09-04,2024-02-02,,Btech,CS,HRMarket,2024-09-09,rejected,Open,rejected,Subhajit,Failed Interview ,rejected,False,Thomas-Stephens,160000,140000
3481504394917184089,10,L6,Brand Manager,Female,34,1991-06-17,Canada,Canada,,Marketing,,,,,2024-10-29,2024-05-01,,BE,IS,HRMarket,,active,Closed,Pending,Rajini,Location/Relocation,Manager,True,"Wilson, Mahoney and Peck",130000,150000
3481504394917184090,10,L6,UI/UX Manager,Male,27,1992-12-18,USA,USA,,UI/UX,,,,,2024-10-15,2024-03-03,,BE,CS,HRMarket,,active,Open,Pending,Mak,Lack of Experience,Screening,True,"Riggs, Larson and Herrera",150000,150000
3481504394917184091,10,L6,Engagement Manager,Non-Binary,21,2002-02-15,USA,USA,,Customer Service,,,,2024-04-15,2024-04-16,2024-04-15,,BE,IS,HRMarket,2024-04-20,rejected,Closed,rejected,Rajini,Lack of Experience,rejected,False,Huerta-Sullivan,200000,150000
3481504394917184092,7,L6,HR Manager,Male,23,1991-06-07,Canada,Canada,,Human Resources,,,,,2024-10-21,2024-03-24,,Btech,EC,LinkedIn,,active,Closed,Pending,Naveen Yarra,Lack of Experience,Review,True,Mathews-Yang,210000,160000
3481504394917184093,15,L6,Recruiter,Male,23,1992-05-07,Canada,Canada,,Human Resources,,,,2024-09-02,2024-09-03,2024-01-09,,Btech,AI,HRMarket,2024-09-07,rejected,Open,rejected,Deepan,Lack of Experience,rejected,False,"Greene, Drake and Cobb",130000,180000
3481504394917184094,5,L4,Senior Sales Manager,Male,24,1996-12-11,USA,USA,,Sales,,,,,2024-10-19,2024-02-23,,Mtech,CS,HRMarket,,active,Closed,Negotiation,John,Lack of Experience,Review,True,Baker Ltd,180000,180000
3481504394917184095,5,L4,System Administrator,Male,28,1994-04-16,Canada,Canada,,IT,,,,,2024-10-18,2023-12-04,2023-12-27,Mtech,CS,HRMarket,,active,Closed,Negotiation,Subhajit,Location/Relocation,Review,True,Reyes Ltd,190000,190000
3481504394917184096,12,L6,Sales Manager,Non-Binary,29,1997-07-09,China,China,,Sales,,,,2024-08-18,2024-08-19,2023-12-25,2024-01-09,BE,EC,Monster,2024-08-22,rejected,Closed,rejected,Rajini,Lack of Experience,rejected,False,Hall Inc,130000,160000
3481504394917184097,5,L4,HR Manager,Male,33,2000-08-14,Canada,Canada,,Human Resources,,,,,2024-10-06,2024-03-24,,PhD,EE,HRMarket,,active,Closed,Negotiation,Rajini,Not Qualified,Review,True,Guzman Inc,140000,180000
3481504394917184098,4,L3,Brand Manager,Female,21,2000-08-11,India,India,,Marketing,,,,,2024-10-13,2024-05-01,,BE,EC,LinkedIn,,active,Closed,Pending,Subhajit,Failed Interview ,Review,True,Davis-Dunn,150000,110000
3481504394917184099,10,L6,Senior Engagement Manager,Male,32,1992-08-31,India,India,,Customer Service,,,,2024-06-12,2024-06-13,2024-06-12,,BE,AI,HRMarket,2024-06-17,rejected,Closed,rejected,Rajini,Lack of Experience,rejected,False,Huerta-Sullivan,120000,140000
3481504394917184100,10,L6,HR Director,Male,30,2003-10-14,India,India,,Human Resources,,,,,2024-10-28,2024-05-20,,HighSchool,EC,Referral,,active,Closed,Pending,Rajini,Failed Interview ,HR,True,Terrell Inc,210000,160000
3481504394917184101,7,L6,Management Trainee,Female,29,2003-10-22,China,China,,Management,,,,,2024-10-15,2023-12-29,,PhD,AI,Referral,,active,Open,Pending,John,Lack of Experience,Manager,True,Miller-Hill,110000,160000
3481504394917184102,15,L6,Chief Financial Officer,Male,34,1998-08-09,Canada,Canada,,Finance & Admin,,,,2024-08-30,2024-08-31,2024-02-16,,Mtech,AI,HRMarket,2024-09-01,rejected,Closed,rejected,Deepan,Location/Relocation,rejected,False,Benitez PLC,110000,100000
3481504394917184103,4,L3,IT Director,Male,21,2002-08-28,Mexico,Mexico,,IT,,,,,2024-10-16,2024-03-26,,HighSchool,AI,LinkedIn,,active,Open,Pending,Rajini,Not Qualified,Manager,True,"Johnson, Hunt and Wallace",160000,140000
3481504394917184104,0,L1,System Architect,Female,23,1995-04-02,USA,USA,,Platform,,,,2024-02-20,2024-02-21,2024-02-02,,PhD,EC,HRMarket,2024-02-24,rejected,Open,rejected,Subhajit,Location/Relocation,rejected,False,Jones Group,200000,150000
3481504394917184105,4,L3,Operations Manager,Female,23,2001-10-21,USA,USA,,Management,,,,,2024-10-08,2024-03-10,,Mtech,CS,HRMarket,,active,Closed,Pending,Rajini,Lack of Experience,Technical,True,Schroeder-Allen,140000,190000
3481504394917184106,1,L1,Senior Engagement Manager,Non-Binary,24,2002-07-29,India,India,,Customer Service,,,,,2024-10-11,2024-06-12,,Btech,CS,LinkedIn,,active,Closed,Pending,Deepan,Not Qualified,Review,True,"Cox, Thomas and Pineda",140000,140000
3481504394917184107,7,L6,Chief Financial Officer,Male,32,2002-04-27,USA,USA,,Finance & Admin,,,,,2024-10-28,2024-02-16,,BE,EC,HRMarket,,active,Closed,Pending,Naveen Yarra,Not Qualified,Manager,True,Davis-Dunn,160000,120000
3481504394917184108,15,L6,Marketing Analyst,Female,32,2002-09-17,India,India,,Marketing,,,,,2024-10-07,2023-12-28,,Mtech,EC,HRMarket,,active,Open,Negotiation,John,Failed Interview ,Review,True,Taylor LLC,120000,160000
3481504394917184109,12,L6,HR Business Partner,Male,21,1999-04-10,India,India,,Human Resources,,,,2024-02-09,2024-02-10,2024-02-09,,other,AI,HRMarket,2024-02-13,rejected,Open,rejected,John,Lack of Experience,rejected,False,Miller-Hill,140000,140000
3481504394917184110,10,L6,HR Generalist,Male,24,1997-04-28,USA,USA,,Human Resources,,,,,2024-10-22,2024-02-13,,HighSchool,IS,HRMarket,,active,Open,Pending,Deepan,Failed Interview ,Review,True,Sanchez-Phillips,210000,140000
3481504394917184111,3,L2,Customer Success Manager,Female,24,2002-01-12,India,India,,Customer Service,,,,2024-09-15,2024-09-16,2024-03-03,,BE,EC,Referral,2024-09-17,rejected,Open,rejected,Deepan,Not Qualified,rejected,False,Hall Inc,130000,120000
3481504394917184112,1,L1,HR Generalist,Female,34,2002-12-19,USA,USA,,Human Resources,,,,,2024-10-11,2024-02-13,,Mtech,CS,HRMarket,,active,Open,Negotiation,Rajini,Location/Relocation,Review,True,Knox PLC,180000,170000
3481504394917184113,15,L6,Regional Sales Manager,Female,25,1996-07-24,USA,USA,,Sales,,,,2024-04-03,2024-04-04,2023-12-17,2024-01-11,HighSchool,EC,LinkedIn,2024-04-09,rejected,Closed,rejected,Rajini,Not Qualified,rejected,False,Thomas-Stephens,210000,180000
3481504394917184114,5,L4,Senior IT Manager,Male,22,2002-03-10,Canada,Canada,,IT,,,,,2024-10-15,2024-03-20,,BE,EE,Others,,active,Closed,Pending,Rajini,Lack of Experience,Review,True,"Moore, Harris and Garner",190000,150000
3481504394917184115,1,L1,Management Trainee,Male,26,1992-10-04,USA,USA,,Management,,,,,2024-10-22,2023-12-29,,Btech,EC,HRMarket,,active,Open,Pending,Rajini,Location/Relocation,Manager,True,White-Frank,200000,110000
3481504394917184116,5,L4,Operations Manager,Female,34,2003-03-06,Canada,Canada,,Management,,,,,2024-10-08,2024-03-10,,HighSchool,IS,Others,,active,Closed,Pending,Subhajit,Location/Relocation,Technical,True,Williams LLC,130000,120000
3481504394917184117,0,L1,Finance Manager,Male,30,2002-07-08,Canada,Canada,,Finance & Admin,,,,,2024-10-20,2024-01-30,,Btech,AI,Others,,active,Open,Pending,Subhajit,Failed Interview ,Manager,True,Levy LLC,160000,170000
3481504394917184118,1,L1,Product Manager,Female,34,2000-05-12,India,India,,Management,,,,,2024-10-02,2024-04-16,,Btech,AI,HRMarket,,active,Open,Negotiation,Rajini,Failed Interview ,Review,True,Guzman Inc,180000,140000
3481504394917184119,0,L1,Sales Executive,Male,24,1993-12-06,Canada,Canada,,Sales,,,,,2024-10-25,2023-12-02,2023-12-29,BE,IS,HRMarket,,active,Closed,Pending,Rajini,Lack of Experience,Review,True,Vasquez-Boyd,110000,170000
3481504394917184120,15,L6,HR Generalist,Female,25,2001-12-25,USA,USA,,Human Resources,,,,,2024-10-03,2024-02-13,,BE,CS,Monster,,active,Open,Negotiation,John,Location/Relocation,Review,True,"Rogers, Harrison and Norris",110000,160000
3481504394917184121,3,L2,Team Lead,Male,34,1999-12-31,Mexico,Mexico,,Customer Service,,,,,2024-10-15,2024-02-12,,BE,EC,HRMarket,,active,Open,Negotiation,Deepan,Not Qualified,Review,True,"Wilson, Mahoney and Peck",130000,150000
3481504394917184122,10,L6,Data Scientist,Male,29,1998-05-26,USA,USA,,Machine Learning,,,,,2024-10-07,2023-12-07,2024-01-05,Btech,AI,HRMarket,,active,Closed,Pending,John,Lack of Experience,Technical,True,Ingram-Horn,190000,160000
3481504394917184123,2,L2,HR Generalist,Male,34,1992-09-06,USA,USA,,Human Resources,,,,2024-05-28,2024-05-29,2024-02-13,,HighSchool,other,HRMarket,2024-05-30,rejected,Open,rejected,Mak,Failed Interview ,rejected,False,Murphy-Scott,110000,170000
3481504394917184124,12,L6,HR Director,Female,24,1991-03-20,USA,USA,,Human Resources,,,,,2024-10-05,2024-05-20,,BE,IS,LinkedIn,,active,Closed,Negotiation,Rajini,Location/Relocation,Review,True,Camacho and Sons,210000,190000
3481504394917184125,15,L6,Frontend Developer,Female,23,1991-12-29,Canada,Canada,,UI/UX,,,,2024-06-07,2024-06-08,2023-12-02,2023-12-26,Mtech,CS,Others,2024-06-13,rejected,Closed,rejected,Rajini,Lack of Experience,rejected,False,Thomas-Stephens,110000,150000
3481504394917184126,15,L6,Sales Executive,Non-Binary,32,1991-04-05,Mexico,Mexico,,Sales,,,,2024-03-31,2024-04-01,2023-12-02,2023-12-29,Btech,IS,Others,2024-04-06,rejected,Closed,rejected,John,Location/Relocation,rejected,False,"Rogers, Harrison and Norris",190000,160000
3481504394917184127,7,L6,MLOps Engineer,Female,26,1999-05-08,Canada,Canada,,Machine Learning,,,,2024-09-14,2024-09-15,2023-12-05,2023-12-30,Mtech,IS,Others,2024-09-18,rejected,Closed,rejected,Deepan,Not Qualified,rejected,False,Sullivan LLC,110000,120000
3481504394917184128,7,L6,HR Assistant,Female,33,1998-06-22,India,India,,Human Resources,,,,2024-03-10,2024-03-11,2024-03-10,,Mtech,AI,Others,2024-03-11,rejected,Open,rejected,Rajini,Lack of Experience,rejected,False,Smith and Sons,180000,160000
3481504394917184129,12,L6,Project Manager,Female,32,1991-10-10,India,India,,Management,,,,,2024-10-19,2024-07-25,,Mtech,IS,HRMarket,,active,Open,Pending,Deepan,Lack of Experience,Technical,True,"Kane, West and Lawrence",180000,110000
